Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,   Account Balance   ,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,  Transaction Amount  ,  Account Balance After Transaction  ,Branch ID,Loan ID,  Loan Amount  ,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,  Credit Limit  ,  Credit Card Balance  ,  Minimum Payment Due  ,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
244,Steven,Martin,37,Male,Address_244,Charlotte,19458795097,steven.martin@kag.com,Savings, 139.84 ,1/5/2008,1/25/2023,244,3/10/2023,Transfer,"2,011.81","2,151.65",49,244,"32,161.76",Mortgage,878.00%,12,8/25/2022,Rejected,244,MasterCard,"4,670.46","3,617.72",180.89,6/10/2023,4/12/2023,5681,244,6/21/2023,Complaint,Resolved,9/19/2023,1
245,David,Lopez,60,Female,Address_245,Detroit,19458795098,david.lopez@kag.com,Savings," 9,384.68 ",5/6/2014,10/22/2023,245,12/6/2023,Transfer,517.71,"8,866.97",66,245,"25,481.91",Auto,960.00%,12,2/9/2020,Closed,245,AMEX,"9,144.37","1,011.49",50.57,6/9/2023,1/10/2023,4369,245,11/27/2023,Complaint,Pending,3/10/2023,1
246,Jennifer,Allen,40,Other,Address_246,San Diego,19458795099,jennifer.allen@kag.com,Savings," 1,581.49 ",7/3/2015,1/26/2023,246,4/20/2023,Withdrawal,"1,519.24","3,100.73",46,246,"35,156.39",Auto,147.00%,48,8/16/2022,Closed,246,AMEX,"7,942.51","3,060.67",153.03,7/22/2023,7/27/2023,5538,246,11/11/2023,Praise,Resolved,12/5/2023,1
247,Jessica,Ramirez,65,Other,Address_247,Las Vegas,19458795100,jessica.ramirez@kag.com,Savings," 1,571.48 ",1/19/2016,3/1/2023,247,12/26/2023,Deposit,"3,451.51","5,022.99",5,247,"40,269.19",Mortgage,997.00%,24,11/29/2022,Closed,247,MasterCard,"3,605.50",240.42,12.02,5/12/2023,8/6/2023,8061,247,1/6/2023,Suggestion,Pending,8/27/2023,1
248,Mark,Davis,31,Male,Address_248,Kansas City,19458795101,mark.davis@kag.com,Savings," 8,201.82 ",10/13/2001,11/4/2023,248,6/21/2023,Deposit,"3,978.16","4,223.66",39,248,"43,740.07",Auto,118.00%,12,5/28/2020,Closed,248,AMEX,"2,412.86",417.31,20.87,11/22/2023,2/22/2023,6935,248,2/17/2023,Praise,Resolved,4/6/2023,1
249,Michael,Smith,47,Male,Address_249,Philadelphia,19458795102,michael.smith@kag.com,Current," 3,421.48 ",4/16/2001,3/11/2023,249,6/26/2023,Transfer,260.11,"3,681.59",79,249,"28,433.74",Mortgage,250.00%,36,10/8/2022,Rejected,249,Visa,"2,754.94","2,722.29",136.11,6/9/2023,1/22/2023,3505,249,9/29/2023,Praise,Resolved,3/10/2023,1
250,Sarah,Torres,40,Male,Address_250,Sacramento,19458795103,sarah.torres@kag.com,Savings," 3,348.94 ",12/23/2021,6/3/2023,250,4/9/2023,Deposit,"2,439.89",909.05,85,250,"14,554.89",Mortgage,173.00%,12,12/6/2021,Approved,250,AMEX,"5,735.04",296.43,14.82,8/6/2023,11/24/2023,1093,250,7/1/2023,Suggestion,Resolved,1/11/2023,1
251,Margaret,Perez,64,Other,Address_251,New York,19458795104,margaret.perez@kag.com,Savings," 6,261.71 ",4/13/2013,2/17/2023,251,2/5/2023,Deposit,331.19,"5,930.52",93,251,"25,973.43",Personal,770.00%,12,9/5/2020,Rejected,251,AMEX,"4,576.09","2,286.04",114.3,10/15/2023,9/24/2023,5281,251,4/8/2023,Suggestion,Resolved,4/18/2023,1
252,Christopher,Garcia,69,Female,Address_252,Mesa,19458795105,christopher.garcia@kag.com,Current, 684.48 ,8/11/2003,2/23/2023,252,8/13/2023,Deposit,"4,319.43","5,003.91",51,252,"19,996.74",Personal,178.00%,48,5/21/2020,Closed,252,Visa,"9,627.43",320.35,16.02,6/16/2023,11/19/2023,664,252,5/27/2023,Praise,Pending,9/20/2023,1
253,Sandra,Lee,36,Male,Address_253,Fort Worth,19458795106,sandra.lee@kag.com,Current," 2,445.92 ",8/14/2013,4/24/2023,253,12/10/2023,Deposit,"2,386.93",58.99,21,253,"12,070.35",Personal,363.00%,60,8/29/2022,Closed,253,Visa,"4,738.01","1,746.38",87.32,10/12/2023,9/12/2023,6368,253,4/2/2023,Complaint,Pending,12/28/2023,1
254,Michael,Young,56,Female,Address_254,Kansas City,19458795107,michael.young@kag.com,Savings, 627.38 ,12/26/2012,10/4/2023,254,10/20/2023,Withdrawal,"4,574.96","-3,947.58",38,254,"26,924.30",Mortgage,674.00%,24,9/4/2021,Rejected,254,Visa,"1,874.38","4,403.33",220.17,4/22/2023,1/13/2023,812,254,7/8/2023,Complaint,Pending,4/1/2023,1
255,Christopher,Wright,58,Male,Address_255,Austin,19458795108,christopher.wright@kag.com,Savings," 2,985.95 ",4/4/2007,4/20/2023,255,9/10/2023,Withdrawal,402.11,"2,583.84",36,255,"2,110.09",Auto,548.00%,12,3/9/2022,Closed,255,MasterCard,"2,075.38","3,732.00",186.6,6/9/2023,7/5/2023,2048,255,7/27/2023,Suggestion,Pending,6/5/2023,1
256,Sarah,Anderson,53,Male,Address_256,Fort Worth,19458795109,sarah.anderson@kag.com,Current," 8,712.31 ",11/18/2009,3/13/2023,256,2/20/2023,Withdrawal,"1,659.05","10,371.36",14,256,"30,672.68",Auto,223.00%,48,1/29/2020,Closed,256,AMEX,"9,151.72","2,067.78",103.39,8/21/2023,2/14/2023,8249,256,6/21/2023,Praise,Pending,5/22/2023,1
257,Emily,Jones,23,Male,Address_257,Colorado Springs,19458795110,emily.jones@kag.com,Savings," 9,102.39 ",11/18/2021,1/18/2023,257,10/20/2023,Transfer,"3,385.93","12,488.32",33,257,"41,258.59",Personal,569.00%,60,4/3/2021,Rejected,257,Visa,"5,662.66","1,751.44",87.57,9/27/2023,6/20/2023,7384,257,10/4/2023,Praise,Pending,12/30/2023,-1
258,John,Rivera,40,Male,Address_258,San Antonio,19458795111,john.rivera@kag.com,Current," 3,163.42 ",7/25/2000,1/15/2023,258,6/2/2023,Transfer,"1,474.99","4,638.41",23,258,"49,972.35",Personal,407.00%,60,8/9/2022,Rejected,258,Visa,"9,508.98","1,823.61",91.18,1/24/2023,9/8/2023,9654,258,10/17/2023,Praise,Pending,6/19/2023,1
259,Kenneth,Roberts,27,Other,Address_259,Austin,19458795112,kenneth.roberts@kag.com,Current," 1,957.11 ",5/16/2013,2/11/2023,259,12/8/2023,Withdrawal,"4,209.38","6,166.49",72,259,"46,162.27",Personal,627.00%,60,4/21/2020,Approved,259,Visa,"9,551.98",658.84,32.94,8/11/2023,10/22/2023,474,259,2/13/2023,Suggestion,Resolved,2/1/2023,1
260,Steven,Mitchell,52,Other,Address_260,Mesa,19458795113,steven.mitchell@kag.com,Current," 1,439.23 ",11/10/2008,1/20/2023,260,8/25/2023,Deposit,"4,934.30","-3,495.07",84,260,"5,400.98",Mortgage,585.00%,12,6/13/2021,Closed,260,MasterCard,"9,665.04","1,953.25",97.66,1/24/2023,5/16/2023,4837,260,5/30/2023,Suggestion,Resolved,1/17/2023,1
261,Michelle,Garcia,38,Male,Address_261,Milwaukee,19458795114,michelle.garcia@kag.com,Current," 4,004.75 ",5/3/2000,1/16/2023,261,9/18/2023,Withdrawal,"1,413.29","5,418.04",38,261,"8,959.04",Mortgage,991.00%,12,10/14/2022,Closed,261,Visa,"9,293.56","2,937.41",146.87,10/21/2023,6/17/2023,7841,261,7/15/2023,Praise,Resolved,10/11/2023,-1
262,Joshua,Harris,49,Other,Address_262,Tucson,19458795115,joshua.harris@kag.com,Savings," 8,281.42 ",6/25/2016,5/15/2023,262,5/16/2023,Deposit,"1,811.78","6,469.64",47,262,"7,793.59",Personal,877.00%,48,1/16/2021,Rejected,262,AMEX,"8,990.91","4,239.71",211.99,3/11/2023,12/16/2023,5449,262,8/19/2023,Suggestion,Pending,12/15/2023,1
263,Karen,Rivera,47,Other,Address_263,San Jose,19458795116,karen.rivera@kag.com,Current," 8,541.37 ",12/17/2011,8/9/2023,263,9/11/2023,Deposit,"4,837.05","3,704.32",64,263,"28,359.23",Mortgage,103.00%,24,7/26/2021,Rejected,263,Visa,"6,587.25","3,412.68",170.63,2/23/2023,7/13/2023,183,263,12/1/2023,Praise,Resolved,6/2/2023,-1
264,Michelle,Flores,50,Other,Address_264,Seattle,19458795117,michelle.flores@kag.com,Savings, 554.69 ,12/19/2000,4/5/2023,264,11/5/2023,Withdrawal,"1,796.72","-1,242.03",47,264,"3,250.86",Personal,258.00%,48,8/23/2022,Closed,264,Visa,"9,565.37","3,189.80",159.49,10/20/2023,11/10/2023,4118,264,2/11/2023,Suggestion,Resolved,3/28/2023,1
265,James,Lewis,23,Other,Address_265,Las Vegas,19458795118,james.lewis@kag.com,Current," 2,171.37 ",11/14/2005,4/3/2023,265,4/15/2023,Transfer,"2,784.37",-613,1,265,"46,912.64",Auto,922.00%,60,4/23/2022,Rejected,265,MasterCard,"8,159.68",335.96,16.8,7/8/2023,4/9/2023,7627,265,10/13/2023,Complaint,Resolved,10/29/2023,1
266,William,Miller,22,Female,Address_266,Dallas,19458795119,william.miller@kag.com,Savings," 2,111.39 ",12/20/2002,3/22/2023,266,10/10/2023,Deposit,"3,848.52","5,959.91",42,266,"4,030.00",Mortgage,586.00%,36,8/8/2021,Rejected,266,Visa,"7,131.21",713.68,35.68,4/23/2023,3/6/2023,3922,266,5/23/2023,Complaint,Resolved,11/29/2023,1
267,Betty,Flores,32,Female,Address_267,Milwaukee,19458795120,betty.flores@kag.com,Savings," 8,301.46 ",1/22/2003,3/19/2023,267,11/13/2023,Deposit,"2,197.34","10,498.80",68,267,"20,171.28",Mortgage,784.00%,24,3/6/2020,Rejected,267,Visa,"9,047.88",472.18,23.61,2/9/2023,4/11/2023,6826,267,4/19/2023,Complaint,Resolved,5/30/2023,1
268,Matthew,Gonzalez,60,Other,Address_268,Jacksonville,19458795121,matthew.gonzalez@kag.com,Current," 4,617.29 ",8/19/2002,12/17/2023,268,11/17/2023,Withdrawal,"1,869.31","2,747.98",78,268,"44,804.52",Mortgage,553.00%,48,10/27/2020,Closed,268,MasterCard,"8,277.78",954.37,47.72,1/14/2023,8/7/2023,3359,268,9/16/2023,Suggestion,Pending,1/31/2023,1
269,Stephanie,Nguyen,69,Female,Address_269,Los Angeles,19458795122,stephanie.nguyen@kag.com,Savings," 3,747.11 ",1/27/2002,5/26/2023,269,3/25/2023,Deposit,"2,482.99","6,230.10",86,269,"47,470.54",Mortgage,807.00%,24,7/25/2022,Closed,269,MasterCard,"4,432.05","3,869.91",193.5,6/16/2023,7/25/2023,3905,269,10/8/2023,Complaint,Resolved,11/22/2023,1
270,Daniel,Moore,42,Male,Address_270,Kansas City,19458795123,daniel.moore@kag.com,Savings," 9,570.40 ",5/30/2021,11/16/2023,270,7/18/2023,Deposit,"3,899.80","13,470.20",76,270,"23,799.25",Auto,219.00%,36,6/6/2020,Approved,270,MasterCard,"3,518.58","3,101.83",155.09,5/28/2023,6/11/2023,476,270,8/18/2023,Complaint,Resolved,2/1/2023,1
271,Donald,Johnson,30,Female,Address_271,Charlotte,19458795124,donald.johnson@kag.com,Savings," 9,261.04 ",11/23/2004,1/26/2023,271,2/14/2023,Withdrawal,"1,567.69","7,693.35",25,271,"24,933.15",Auto,764.00%,60,9/13/2022,Approved,271,AMEX,"2,356.87","2,211.73",110.59,4/4/2023,1/12/2023,7869,271,5/30/2023,Complaint,Resolved,7/27/2023,1
272,Ashley,Davis,23,Male,Address_272,Chicago,19458795125,ashley.davis@kag.com,Current," 4,457.06 ",8/12/2003,7/16/2023,272,7/8/2023,Deposit,"1,760.53","6,217.59",57,272,"32,172.68",Mortgage,883.00%,48,4/5/2021,Approved,272,Visa,"9,555.65",57.96,2.9,9/20/2023,1/23/2023,7544,272,6/5/2023,Praise,Resolved,8/5/2023,1
273,Carol,Hernandez,54,Female,Address_273,Milwaukee,19458795126,carol.hernandez@kag.com,Savings," 1,370.49 ",11/12/2001,5/24/2023,273,2/19/2023,Transfer,953.81,"2,324.30",52,273,"20,974.30",Auto,339.00%,24,2/19/2021,Approved,273,AMEX,"1,771.88","3,340.55",167.03,8/3/2023,7/15/2023,4518,273,1/5/2023,Suggestion,Resolved,8/15/2023,1
274,Andrew,Allen,19,Female,Address_274,Philadelphia,19458795127,andrew.allen@kag.com,Savings," 1,792.93 ",9/3/2016,3/18/2023,274,10/31/2023,Transfer,"3,511.07","-1,718.14",7,274,"16,908.40",Personal,432.00%,24,4/12/2021,Closed,274,Visa,"7,934.05","2,696.95",134.85,11/7/2023,3/19/2023,3540,274,2/16/2023,Complaint,Resolved,12/21/2023,1
275,John,Nguyen,34,Male,Address_275,Chicago,19458795128,john.nguyen@kag.com,Current," 1,209.63 ",1/19/2002,11/10/2023,275,7/20/2023,Transfer,"4,498.26","5,707.89",7,275,"37,231.92",Auto,632.00%,12,6/28/2022,Rejected,275,MasterCard,"4,477.15",414.14,20.71,2/21/2023,6/30/2023,9634,275,7/23/2023,Praise,Resolved,5/27/2023,1
276,Jessica,Mitchell,41,Male,Address_276,Austin,19458795129,jessica.mitchell@kag.com,Current," 6,836.99 ",2/22/2022,12/18/2023,276,6/24/2023,Withdrawal,936.84,"7,773.83",56,276,"30,172.56",Personal,881.00%,60,8/11/2021,Closed,276,AMEX,"5,197.16","3,503.75",175.19,3/5/2023,12/13/2023,2561,276,11/9/2023,Praise,Pending,2/9/2023,1
277,Sandra,Clark,29,Other,Address_277,Charlotte,19458795130,sandra.clark@kag.com,Savings," 5,591.40 ",6/4/2006,7/20/2023,277,5/22/2023,Withdrawal,182.6,"5,774.00",39,277,"24,601.88",Mortgage,917.00%,48,1/16/2021,Closed,277,MasterCard,"2,090.43","1,349.12",67.46,7/9/2023,11/5/2023,6648,277,1/2/2023,Complaint,Pending,12/17/2023,1
278,Deborah,Martin,61,Female,Address_278,Louisville,19458795131,deborah.martin@kag.com,Current," 5,610.78 ",12/8/2001,10/30/2023,278,10/2/2023,Transfer,"1,912.54","3,698.24",70,278,"5,938.58",Personal,581.00%,60,12/7/2022,Closed,278,MasterCard,"2,067.68","2,420.03",121,8/21/2023,10/23/2023,2193,278,11/8/2023,Praise,Resolved,5/4/2023,1
279,Ronald,Lopez,31,Male,Address_279,Jacksonville,19458795132,ronald.lopez@kag.com,Current," 1,073.94 ",11/11/2010,11/23/2023,279,7/9/2023,Withdrawal,"2,056.67",-982.73,83,279,"4,374.22",Personal,692.00%,12,7/6/2020,Approved,279,MasterCard,"4,161.14","1,593.86",79.69,1/21/2023,3/19/2023,2118,279,8/5/2023,Complaint,Pending,2/18/2023,1
280,Mary,Nelson,24,Other,Address_280,Kansas City,19458795133,mary.nelson@kag.com,Current," 7,953.42 ",6/8/2007,5/3/2023,280,5/14/2023,Withdrawal,"3,232.86","11,186.28",58,280,"26,029.95",Auto,886.00%,36,10/29/2020,Rejected,280,MasterCard,"7,418.23","1,612.87",80.64,10/10/2023,2/5/2023,3227,280,6/30/2023,Suggestion,Resolved,7/2/2023,1
281,James,Walker,43,Male,Address_281,San Antonio,19458795134,james.walker@kag.com,Savings," 5,402.17 ",4/6/2019,6/27/2023,281,4/11/2023,Withdrawal,437.1,"5,839.27",23,281,"31,352.15",Mortgage,308.00%,60,5/17/2020,Rejected,281,AMEX,"3,412.34",295.14,14.76,10/13/2023,7/12/2023,1453,281,2/27/2023,Complaint,Resolved,3/21/2023,1
282,Deborah,Clark,49,Other,Address_282,Charlotte,19458795135,deborah.clark@kag.com,Current," 1,000.60 ",5/22/2021,10/29/2023,282,12/12/2023,Transfer,"4,109.28","-3,108.68",10,282,"33,218.07",Auto,843.00%,12,7/11/2021,Closed,282,MasterCard,"7,266.59",238.78,11.94,3/26/2023,5/22/2023,97,282,7/7/2023,Praise,Resolved,12/30/2023,1
283,Barbara,Young,46,Other,Address_283,Seattle,19458795136,barbara.young@kag.com,Current," 7,496.59 ",12/28/2021,1/8/2023,283,9/26/2023,Withdrawal,"2,874.19","10,370.78",72,283,"44,849.62",Auto,336.00%,36,11/25/2020,Approved,283,MasterCard,"9,969.61","3,888.99",194.45,6/15/2023,8/29/2023,5850,283,2/10/2023,Complaint,Resolved,2/11/2023,1
284,Robert,Martinez,63,Male,Address_284,Seattle,19458795137,robert.martinez@kag.com,Current," 9,814.85 ",4/24/2001,1/2/2023,284,12/23/2023,Withdrawal,"2,734.39","7,080.46",36,284,"40,995.02",Mortgage,623.00%,60,12/3/2020,Closed,284,MasterCard,"4,821.95",16.42,0.82,12/9/2023,9/5/2023,18,284,9/20/2023,Suggestion,Pending,6/24/2023,-1
285,Paul,Williams,56,Male,Address_285,Las Vegas,19458795138,paul.williams@kag.com,Savings," 4,467.69 ",3/31/2018,5/26/2023,285,10/29/2023,Transfer,"1,588.65","2,879.04",71,285,"7,897.35",Mortgage,941.00%,36,11/20/2021,Rejected,285,Visa,"9,419.65","1,438.06",71.9,4/9/2023,4/22/2023,4123,285,3/1/2023,Praise,Pending,5/30/2023,1
286,Emily,Hall,26,Female,Address_286,Los Angeles,19458795139,emily.hall@kag.com,Current," 1,244.98 ",9/28/2019,2/5/2023,286,2/2/2023,Transfer,"1,832.68","3,077.66",3,286,"39,927.12",Auto,560.00%,48,5/31/2022,Rejected,286,Visa,"1,714.77","4,756.37",237.82,1/21/2023,10/17/2023,4855,286,12/29/2023,Praise,Pending,6/25/2023,1
287,David,Clark,31,Female,Address_287,Omaha,19458795140,david.clark@kag.com,Savings," 1,103.85 ",1/24/2003,3/29/2023,287,4/26/2023,Withdrawal,286.58,"1,390.43",72,287,"34,138.85",Auto,184.00%,24,1/29/2021,Closed,287,AMEX,"3,821.11","3,993.90",199.7,10/21/2023,5/2/2023,289,287,12/29/2023,Complaint,Pending,3/18/2023,1
288,Kenneth,Wright,34,Other,Address_288,Oklahoma City,19458795141,kenneth.wright@kag.com,Current, 356.21 ,8/24/2012,4/29/2023,288,4/7/2023,Withdrawal,"3,771.24","-3,415.03",77,288,"41,573.42",Personal,906.00%,36,10/31/2022,Rejected,288,MasterCard,"6,390.97","2,591.96",129.6,3/14/2023,6/3/2023,516,288,8/26/2023,Complaint,Pending,6/11/2023,1
289,Andrew,Walker,66,Male,Address_289,Fresno,19458795142,andrew.walker@kag.com,Savings," 7,726.94 ",2/3/2004,2/11/2023,289,2/10/2023,Deposit,"3,027.64","10,754.58",95,289,"42,324.38",Personal,626.00%,24,6/6/2020,Approved,289,MasterCard,"2,933.09","3,710.94",185.55,7/31/2023,11/7/2023,3300,289,12/11/2023,Praise,Resolved,2/21/2023,1
290,Christopher,Anderson,42,Female,Address_290,Detroit,19458795143,christopher.anderson@kag.com,Current," 6,970.61 ",5/23/2007,12/24/2023,290,11/25/2023,Transfer,"4,882.38","11,852.99",13,290,"17,931.10",Auto,164.00%,48,11/22/2021,Rejected,290,AMEX,"4,359.03","4,718.94",235.95,7/3/2023,3/4/2023,6295,290,4/27/2023,Praise,Pending,1/15/2023,1
291,Deborah,Thomas,47,Other,Address_291,San Antonio,19458795144,deborah.thomas@kag.com,Current," 5,883.97 ",7/17/2010,5/19/2023,291,7/26/2023,Deposit,"1,774.27","4,109.70",90,291,"13,900.17",Auto,109.00%,36,11/4/2022,Closed,291,AMEX,"5,062.18","4,699.36",234.97,8/25/2023,4/19/2023,3428,291,12/2/2023,Suggestion,Pending,7/6/2023,1
292,Jessica,Gonzalez,62,Female,Address_292,Kansas City,19458795145,jessica.gonzalez@kag.com,Savings," 7,679.73 ",10/12/2010,2/28/2023,292,1/29/2023,Deposit,"3,334.56","4,345.17",48,292,"28,079.07",Auto,335.00%,24,6/23/2021,Rejected,292,Visa,"7,067.37","2,229.14",111.46,12/2/2023,11/22/2023,978,292,9/15/2023,Complaint,Resolved,11/8/2023,1
293,Michael,Carter,46,Other,Address_293,Baltimore,19458795146,michael.carter@kag.com,Savings," 9,993.05 ",8/5/2017,6/29/2023,293,9/20/2023,Deposit,"4,598.53","5,394.52",66,293,"15,631.78",Auto,208.00%,36,7/9/2020,Closed,293,Visa,"2,961.29","1,612.06",80.6,4/6/2023,10/29/2023,2322,293,3/19/2023,Suggestion,Pending,12/31/2023,1
294,Sarah,Wright,46,Female,Address_294,Phoenix,19458795147,sarah.wright@kag.com,Current," 4,078.29 ",9/2/2012,7/21/2023,294,4/5/2023,Deposit,"3,561.29","7,639.58",3,294,"18,134.58",Auto,666.00%,12,12/17/2022,Closed,294,AMEX,"4,174.62","3,740.67",187.03,3/24/2023,2/6/2023,752,294,9/16/2023,Praise,Resolved,8/5/2023,1
295,Nancy,Hernandez,35,Male,Address_295,Austin,19458795148,nancy.hernandez@kag.com,Current," 7,087.52 ",4/12/2022,8/9/2023,295,7/1/2023,Transfer,211.15,"6,876.37",63,295,"4,388.84",Mortgage,637.00%,36,11/15/2021,Approved,295,MasterCard,"9,591.90","2,050.93",102.55,3/23/2023,10/6/2023,7967,295,8/1/2023,Complaint,Pending,8/12/2023,1
296,Steven,Lee,48,Other,Address_296,New York,19458795149,steven.lee@kag.com,Current," 3,833.90 ",11/27/2018,2/18/2023,296,1/11/2023,Transfer,"3,164.86","6,998.76",15,296,"49,576.82",Auto,857.00%,36,9/7/2020,Closed,296,MasterCard,"3,395.71",774.01,38.7,10/11/2023,12/31/2023,4856,296,12/29/2023,Praise,Resolved,5/19/2023,1
297,Nancy,Hernandez,36,Other,Address_297,Fresno,19458795150,nancy.hernandez@kag.com,Savings," 3,585.37 ",8/14/2008,12/26/2023,297,2/11/2023,Transfer,"2,731.50","6,316.87",2,297,"16,155.55",Auto,562.00%,60,9/8/2022,Closed,297,MasterCard,"7,617.56",968.8,48.44,9/8/2023,9/29/2023,9740,297,9/28/2023,Praise,Pending,2/23/2023,1
298,William,Robinson,34,Female,Address_298,New York,19458795151,william.robinson@kag.com,Current," 8,524.11 ",8/30/2021,8/28/2023,298,9/18/2023,Deposit,"2,501.57","11,025.68",61,298,"39,223.59",Personal,328.00%,60,2/15/2020,Rejected,298,MasterCard,"8,838.80","2,715.58",135.78,11/10/2023,10/15/2023,347,298,9/29/2023,Praise,Pending,3/28/2023,1
299,Ronald,Mitchell,23,Female,Address_299,Denver,19458795152,ronald.mitchell@kag.com,Current," 5,790.16 ",11/5/2015,5/8/2023,299,1/2/2023,Transfer,"2,769.69","8,559.85",59,299,"49,664.76",Mortgage,145.00%,48,11/4/2020,Rejected,299,Visa,"7,041.80","2,545.90",127.3,4/7/2023,1/7/2023,1980,299,5/8/2023,Suggestion,Resolved,10/18/2023,1
300,Linda,Wright,29,Female,Address_300,Los Angeles,19458795153,linda.wright@kag.com,Current," 1,294.07 ",4/23/2005,11/26/2023,300,2/12/2023,Transfer,"2,308.22","3,602.29",17,300,"48,487.17",Personal,109.00%,48,6/25/2021,Rejected,300,MasterCard,"8,097.28","2,316.68",115.83,11/2/2023,3/22/2023,2812,300,4/26/2023,Suggestion,Resolved,10/17/2023,1
301,Margaret,Perez,55,Male,Address_301,Nashville,19458795154,margaret.perez@kag.com,Savings," 4,094.81 ",1/10/2014,10/13/2023,301,1/4/2023,Transfer,"3,462.24","7,557.05",11,301,"32,060.27",Auto,933.00%,48,1/22/2021,Approved,301,AMEX,"9,856.36","1,850.26",92.51,1/20/2023,5/13/2023,2815,301,8/14/2023,Praise,Resolved,6/28/2023,1
302,Donna,Nguyen,20,Female,Address_302,Oklahoma City,19458795155,donna.nguyen@kag.com,Current," 7,985.89 ",6/11/2011,1/28/2023,302,12/3/2023,Withdrawal,84.42,"7,901.47",5,302,"27,394.41",Auto,230.00%,24,10/16/2022,Approved,302,MasterCard,"3,986.62","1,625.51",81.28,6/14/2023,7/10/2023,7999,302,6/3/2023,Complaint,Pending,8/13/2023,1
303,Michelle,Walker,64,Female,Address_303,El Paso,19458795156,michelle.walker@kag.com,Savings," 9,405.98 ",3/2/2002,4/3/2023,303,4/5/2023,Deposit,950.91,"10,356.89",70,303,"16,154.55",Auto,549.00%,48,7/17/2022,Rejected,303,Visa,"3,323.49",941.17,47.06,3/21/2023,5/20/2023,1982,303,1/31/2023,Suggestion,Pending,5/1/2023,1
304,Sarah,Wilson,52,Male,Address_304,Nashville,19458795157,sarah.wilson@kag.com,Savings," 6,182.84 ",1/4/2013,6/28/2023,304,2/28/2023,Transfer,"1,833.27","4,349.57",67,304,"43,213.83",Auto,815.00%,48,4/6/2021,Approved,304,MasterCard,"5,053.05","3,409.23",170.46,3/16/2023,3/31/2023,9746,304,12/8/2023,Praise,Resolved,6/6/2023,1
305,Andrew,White,64,Female,Address_305,Las Vegas,19458795158,andrew.white@kag.com,Current," 4,002.72 ",5/15/2011,8/5/2023,305,1/30/2023,Transfer,"2,268.81","6,271.53",23,305,"17,561.76",Auto,936.00%,60,9/24/2021,Rejected,305,MasterCard,"6,744.88","2,515.52",125.78,10/17/2023,3/13/2023,6359,305,6/26/2023,Praise,Pending,11/29/2023,1
306,Deborah,Roberts,50,Male,Address_306,Houston,19458795159,deborah.roberts@kag.com,Savings," 2,594.63 ",6/23/2004,1/27/2023,306,3/29/2023,Deposit,661.13,"1,933.50",96,306,"6,229.47",Mortgage,282.00%,36,4/5/2022,Approved,306,Visa,"1,964.50","1,846.73",92.34,9/27/2023,1/9/2023,1131,306,10/12/2023,Praise,Resolved,10/20/2023,1
307,Matthew,Carter,46,Male,Address_307,Fort Worth,19458795160,matthew.carter@kag.com,Savings," 4,278.03 ",4/23/2012,5/7/2023,307,11/26/2023,Deposit,"4,102.53","8,380.56",63,307,"15,410.82",Mortgage,309.00%,48,12/13/2020,Closed,307,Visa,"1,471.69","3,886.96",194.35,8/2/2023,8/12/2023,2320,307,8/8/2023,Praise,Pending,4/16/2023,1
308,Andrew,Young,20,Female,Address_308,Washington,19458795161,andrew.young@kag.com,Current," 5,699.98 ",8/9/2002,4/8/2023,308,8/8/2023,Transfer,"4,647.66","10,347.64",4,308,"16,439.77",Mortgage,262.00%,48,7/21/2020,Rejected,308,Visa,"2,238.45","3,162.06",158.1,10/3/2023,10/27/2023,3202,308,6/20/2023,Suggestion,Resolved,12/22/2023,1
309,Matthew,Scott,22,Male,Address_309,Oklahoma City,19458795162,matthew.scott@kag.com,Current, 143.73 ,8/23/2016,11/4/2023,309,5/8/2023,Withdrawal,"3,758.57","3,902.30",29,309,"36,205.78",Mortgage,243.00%,36,5/26/2020,Rejected,309,MasterCard,"2,502.57","3,778.11",188.91,2/8/2023,10/5/2023,9873,309,6/25/2023,Suggestion,Pending,8/24/2023,1
310,Mark,Young,31,Female,Address_310,Seattle,19458795163,mark.young@kag.com,Current," 2,759.91 ",6/5/2001,10/27/2023,310,6/20/2023,Transfer,"4,644.80","7,404.71",17,310,"9,307.56",Mortgage,509.00%,60,8/27/2021,Approved,310,AMEX,"1,353.48","3,222.20",161.11,9/26/2023,1/8/2023,3453,310,10/27/2023,Praise,Resolved,2/13/2023,1
311,Karen,Anderson,53,Male,Address_311,New York,19458795164,karen.anderson@kag.com,Savings," 6,748.01 ",8/9/2016,2/17/2023,311,12/18/2023,Withdrawal,"3,718.67","10,466.68",95,311,"16,526.30",Personal,672.00%,60,1/10/2021,Approved,311,AMEX,"6,330.59","3,125.05",156.25,7/16/2023,2/25/2023,2317,311,11/20/2023,Suggestion,Pending,6/14/2023,1
